CONCEPT				POLARITY		INTENSITY
passenger_comfort		positive		0.085
passenger_compartment		positive		0.035
passenger_elevator		positive		0.067
passenger_locomotive		positive		0.113
passenger_luggage		negative		-0.66
passenger_saloon		positive		0.099
passenger_seat			positive		0.035
passenger_sedan			positive		0.067
passenger_service		positive		0.586
passenger_terminal		positive		0.788
passenger_terminal_building	positive		0.123
passenger_ticket		positive		0.035
passenger_train			positive		0.663
passenger_vehicle		positive		0.042
passengers_luggage		positive		0.035
passer-by			negative		-0.82
passer_by			positive		0.771
passerby			positive		0.768
passerine			negative		-0.78
passerine_bird			negative		-0.69
passing				negative		-0.81
passing_motorist		negative		-0.05
passing_pass			negative		-0.81
passing_resemblance		negative		-0.75
passion				positive		0.767
passion_fruit			positive		0.888
passionate			positive		0.338
passionate_affair		positive		0.301
passionate_commitment		positive		0.767
passionate_desire		positive		0.767
passionate_devotion		positive		0.767
passionate_love			positive		0.767
passionately			positive		0.283
passionateness			positive		0.809
passionflower			positive		0.905
passionfruit			positive		0.888
passionless			negative		-0.81
passito				positive		0.032
passive				negative		-0.80
passive_aggressive		negative		-0.87
passive_obedience		negative		-0.83
passive_recreation		positive		0.936
passive_recreational		positive		0.936
passive_resistance		negative		-0.79
passive_resister		positive		0.722
passive_smoke			negative		-0.03
passiveness			negative		-0.72
passivism			negative		-0.64
passivity			negative		-0.67
passkey				positive		0.767
passo_di			positive		0.783
passphrase			negative		-0.07
passport			positive		0.1
passport_picture		positive		0.1
password			positive		0.083
password_hash			negative		-0.79
password_protected_web_site	positive		0.08
past				positive		0.087
past-due			negative		-0.85
past_decade			positive		0.087
past_event			positive		0.025
past_few			positive		0.087
past_fortnight			positive		0.825
past_lundqvist			negative		-0.1
past_present			positive		0.024
past_time			negative		-0.05
pasta				positive		0.832
pasta_dish			positive		0.03
pasta_dough			positive		0.832
pasta_salad			positive		0.072
paste				positive		0.127
paste_buffer			positive		0.127
paste_magazine			positive		0.636
paste_text			positive		0.127
paste_wax			positive		0.996
pasted				positive		0.926
pasted_directly			positive		0.127
pasted_into			positive		0.127
pastern				positive		0.776
pasteur_pipette			negative		-0.11
pasteurella			negative		-0.76
pasteurised_milk		positive		0.04
pasteurization			negative		-0.03
pasteurized_milk		positive		0.04
pastime				positive		0.816
pastinaca_sativa		positive		0.779
pasting_text			positive		0.127
pastinha			negative		-0.05
pastis				positive		0.784
pastor				positive		0.736
pastoral_charity		positive		0.8
pastoral_theology		positive		0.741
pastorate			positive		0.131
pastorship			positive		0.131
pastrami			positive		0.802
pastry				positive		0.043
pastry_brush			positive		0.046
pastry_cream			positive		0.113
pastry_crust			positive		0.043
pastry_dough			positive		0.113
pastry_shop			positive		0.072
pasttime			positive		0.816
pasturage			positive		0.923
pasture				negative		-0.88
pasture_bloat			negative		-0.85
pasture_land			positive		0.624
pastured_poultry		positive		0.683
pastureland			negative		-0.88
pasty				negative		-0.82
pasty_white			negative		-0.75
pat				positive		0.072
pat_dry				negative		-0.84
pat_garrett			negative		-0.11
pat_stanton			negative		-0.90
patagium			negative		-0.33
patagonia_region		negative		-0.83
patagonian_shelf		positive		0.079
patch				negative		-0.58
patched_together		negative		-0.82
patched_up			negative		-0.07
patched_version			negative		-0.58
patcher				negative		-0.58
patchiness			negative		-0.74
patchlink			negative		-0.58
patchouli			positive		0.862
patchway			positive		0.721
patchwork			positive		0.572
patchy_fog			positive		0.048
patella				positive		0.653
patella_tendon			positive		0.781
patellar_ligament		negative		-0.73
patellar_luxation		positive		0.776
patellar_tendon			negative		-0.73
patelliform			positive		0.772
patellofemoral_pain_syndrome	negative		-0.87
patency				negative		-0.63
patent				positive		0.842
patent_application		positive		0.049
patent_foramen_ovale		negative		-0.77
patent_leather			positive		0.963
patent_medicine			negative		-0.76
patent_troll			negative		-0.19
patentable			positive		0.049
patently			positive		0.779
patently_false			negative		-0.88
patently_offensive		negative		-0.71
patently_offensive_material	negative		-0.33
pater_noster			positive		0.136
paternal_grandfather		positive		0.706
paternal_grandmother		positive		0.071
paternal_great_grandfather	positive		0.888
paternalism			positive		0.927
paternalist			positive		0.772
paternalistic			positive		0.923
paternally			positive		0.86
paternity			positive		0.754
paternity_affidavit		positive		0.709
path				positive		0.069
path_toward			positive		0.147
pathetic			negative		-0.23
pathetic_attempt		positive		0.814
pathetic_fallacy		negative		-0.8
pathetically			negative		-0.31
pathless			positive		0.795
pathobiology			negative		-0.79
pathogen			positive		0.853
pathogenic			negative		-0.66
pathogenic_agent		negative		-0.76
pathogenic_bacterium		positive		0.784
pathogenicity			negative		-0.66
pathognomonic			negative		-0.64
pathologic_fracture		negative		-0.79
pathological			negative		-0.68
pathological_anatomy		negative		-0.79
pathological_condition		positive		0.776
pathological_examination	negative		-0.79
pathological_liar		negative		-0.81
pathological_narcissism		positive		0.852
pathological_state		negative		-0.92
pathologist			negative		-0.79
pathology			negative		-0.79
pathophysiologically		positive		0.747
pathos				positive		0.951
pathway				negative		-0.80
pathway_activation		negative		-0.72
patience			positive		0.054
patient				negative		-0.06
patient_care			negative		-0.11
patient_centered_care		negative		-0.11
patient_centered_medical	negative		-0.11
patient_centric			negative		-0.11
patient_person			negative		-0.07
patient_safety			negative		-0.11
patient_serum			negative		-0.75
patienter			positive		0.855
patiently			positive		0.857
patiently_bear			negative		-0.82
patigha				negative		-0.86
patina				positive		0.072
patio				positive		0.074
patio_door			positive		0.077
patio_furniture			positive		0.074
patisserie			positive		0.619
patriarch			positive		0.748
patriarchal			positive		0.905
patriarchal_culture		negative		-0.75
patriarchal_society		negative		-0.75
patriarchal_vicar		positive		0.837
patriarchalism			positive		0.772
patriarchate			positive		0.837
patrician			negative		-0.85
patricide			negative		-0.84
patrilateral			positive		0.793
patrilineal			positive		0.793
patrilineal_descent		positive		0.793
patrilocal			positive		0.082
patriot				positive		0.905
patriot_act			positive		0.357
patrioteer			negative		-0.78
patriotic			positive		0.624
patriotic_devotion		positive		0.072
patriotic_duty			positive		0.072
patriotic_feeling		positive		0.072
patriotic_fervor		positive		0.072
patriotic_pride			positive		0.072
patriotic_sentiment		positive		0.072
patriotic_spirit		positive		0.072
patriotic_zeal			positive		0.072
patriotically			positive		0.072
patriotism			positive		0.072
patristic			positive		0.731
patristic_literature		positive		0.731
patrol				positive		0.898
patrol_car			positive		0.069
patrolling			positive		0.897
patron				positive		0.942
patron_saint			positive		0.113
patronize			negative		-0.73
patsey				negative		-0.64
patter				negative		-0.89
pattern				positive		0.049
patty				negative		-0.86
patty_melt			positive		0.082
patty_pravo			positive		0.086
pattypan_squash			negative		-0.02
pauci_immune			negative		-0.79
pauciflora			positive		0.715
paucispiral			positive		0.772
paucity				negative		-0.74
paulb				negative		-0.93
paulet				positive		0.788
pauley_pavilion			positive		0.785
paunch				negative		-0.18
paunchy				negative		-0.62
pauper				positive		0.794
pauperism			negative		-0.76
pauperization			negative		-0.60
pause				positive		0.044
pavane				positive		0.704
pave				negative		-0.07
paved_parking_lot		negative		-0.09
paved_path			negative		-0.80
paved_runway			negative		-0.65
paved_shoulder			negative		-0.80
pavement			negative		-0.02
pavement_condition		negative		-0.02
pavement_surface		negative		-0.02
pavin				negative		-0.75
paving				positive		0.776
pavlovian			positive		0.068
pavonazzo_marble		negative		-0.65
paw				positive		0.06
pawing_through			negative		-0.03
pawn				positive		0.115
pawn_promotion			positive		0.115
pawn_shop			negative		-0.03
pawnshop			positive		0.133
pax_romana			positive		0.744
pay				positive		0.802
pay_a_lot_of_money		negative		-0.89
pay_admission			negative		-0.85
pay_attention			positive		0.06
pay_back			positive		0.044
pay_barber			negative		-0.08
pay_bill			positive		0.343
pay_cash			negative		-0.02
pay_cashier			positive		0.343
pay_check			negative		-0.03
pay_cheque			positive		0.092
pay_child_support		negative		-0.09
pay_close_attention		positive		0.783
pay_credit_card			positive		0.806
pay_dear			negative		-0.09
pay_debt			positive		0.879
pay_dinner			positive		0.896
pay_employee			positive		0.038
pay_equity			positive		0.082
pay_fee				positive		0.703
pay_fine			negative		-0.17
pay_food			negative		-0.03
pay_for_meal			positive		0.828
pay_for_sex			negative		-0.87
pay_goods			negative		-0.81
pay_grocery			negative		-0.05
pay_handsomely			positive		0.73
pay_homage			positive		0.833
pay_insurance			negative		-0.22
pay_lip_service			positive		0.834
pay_meal			positive		0.343
pay_money			negative		-0.84
pay_monthly			positive		0.077
pay_off				positive		0.024
pay_off_debt			positive		0.343
pay_off_handsomely		positive		0.756
pay_phone			positive		0.028
pay_purchase			negative		-0.91
pay_rend			positive		0.045
pay_service			positive		0.022
pay_tab				positive		0.709
pay_ticket			positive		0.343
pay_toll			positive		0.037
pay_tribute			positive		0.796
pay_tuition			positive		0.872
pay_tv				negative		-0.82
pay_well			positive		0.912
pay_work			positive		0.244
payable				negative		-0.80
payachata			negative		-0.19
payback				negative		-0.72
payback_period			positive		0.112
paycheck			positive		0.832
paycheck-to-paycheck		negative		-0.80
paycycle			positive		0.04
payee				positive		0.059
payer				positive		0.059
paying				positive		0.702
paying_tuition			negative		-0.13
payment				positive		0.059
payment_amount			positive		0.229
payment_counter			positive		0.139
paynim				negative		-0.88
payoff				positive		0.062
payor				positive		0.059
payout				positive		0.886
paypal_account			positive		0.122
payroll				positive		0.119
pazuzu				negative		-0.82
pb_documentary			positive		0.762
pc_card_slot			positive		0.054
pc_hard_drive			positive		0.069
pc_keyboard			positive		0.936
pc_plum				positive		0.06
pc_regan			positive		0.917
pce_price_index			positive		0.619
pchela				positive		0.869
pci_card			positive		0.054
pci_slot			positive		0.054
pcmcia_card			positive		0.066
pcmcia_slot			positive		0.066
pda				positive		0.066
pdflatex			positive		0.098
pdftex				positive		0.098
pdsa				negative		-0.04
pdsa_petaid_hospital		negative		-0.04
pe_sur_nivelle			positive		0.113
pea				negative		-0.02
pea_aphid			negative		-0.74
pea_crab			negative		-0.76
pea_pisum_sativum		negative		-0.74
pea_protein			positive		0.883
pea_soup_fog			negative		-0.09
peabody_award_board		positive		0.089
peabody_museum			positive		0.039
peace				positive		0.226
peace-loving			positive		0.328
peace_accord			positive		0.183
peace_activist			negative		-0.77
peace_agreement			positive		0.076
peace_deal			positive		0.183
peace_envoy			positive		0.741
peace_loving_nation		positive		0.226
peace_loving_people		positive		0.072
peace_maker			positive		0.076
peace_mind			positive		0.738
peace_mission			positive		0.076
peace_negotiator		positive		0.741
peace_of_mind			positive		0.328
peace_officer			positive		0.64
peace_pact			positive		0.183
peace_quiet			positive		0.911
peace_sign			positive		0.068
peace_treaty			positive		0.183
peaceable			positive		0.328
peaceable_manner		positive		0.328
peaceably			positive		0.328
peaceful			positive		0.194
peaceful_atmosphere		positive		0.767
peaceful_coexistence		positive		0.226
peaceful_coexistence_between	positive		0.226
peaceful_demonstration		positive		0.685
peaceful_negotiation		positive		0.226
peaceful_place			positive		0.081
peaceful_protest		negative		-0.75
peaceful_rally			positive		0.685
peaceful_reconciliation		positive		0.226
peaceful_relax			positive		0.074
peaceful_resolution		positive		0.741
peaceful_settlement		positive		0.226
peaceful_solution		positive		0.226
peaceful_transition		positive		0.142
peacefully			positive		0.328
peacefulness			positive		0.767
peacekeeper			positive		0.742
peacekeeping			positive		0.076
peacemaker			positive		0.741
peacenik			negative		-0.77
peacetime			positive		0.87
peach				positive		0.038
peach_fruit			positive		0.038
peach_fuzz			positive		0.652
peach_leaf_curl			negative		-0.71
peach_scab			negative		-0.71
peach_tree			positive		0.806
peach_tree_borer		negative		-0.71
peacoat				positive		0.132
peacock				positive		0.803
peacock_blue			positive		0.076
peacock_feather			positive		0.122
peacock_tail			positive		0.05
peak				positive		0.038
peak_amplitude			positive		0.055
peak_hour			negative		-0.97
peal				negative		-0.84
